x,median,lower,upper,minimum,maximum
2,1,1,1.00512500499473,0.9912094437698613,1.0450496767743749
3,1.0081671439156943,1,1.0243646604286663,0.9775603936970777,1.1024961590341573
4,1.031827211552096,1.0058110618271923,1.0576724187132207,0.969192028515235,1.2740106775390265
5,1.038530437884707,1.0064562185081505,1.0684225984317228,0.9410351378747026,1.263862991179842
6,1.103767151033216,1.0557127831272255,1.1651162800104893,0.950761003521975,1.4678898232470339
7,1.1521676311802613,1.0838995549815456,1.2363863965233142,0.9474270177817252,1.7695818678748318
8,1.2120755616773575,1.1164642417122486,1.320234945256162,0.8606091793105036,2.030125736058327
9,1.230011240421236,1.1389660928805962,1.364859266719221,0.9386403000878206,2.3477018552216027
10,1.3986155332970682,1.2507210857516438,1.6059149906652588,0.9459620859631471,2.980998557379278
