x,median,lower,upper,minimum,maximum
2,1,1,1,1,1.0093917711993894
3,1.0038583830790464,1,1.018031127961598,0.9840663087331968,1.0684449508975782
4,1.0087185451034704,1,1.0257302298942879,0.975001508620244,1.1061850508218065
5,1.016417593530237,1.0005205012195293,1.034589930612932,0.9755651955488951,1.1836383502337822
6,1.0219300492454408,1.0021824927743457,1.0420320955687186,0.9742490171040824,1.219334664357602
7,1.0256321832323403,1.0047101291785945,1.0531006022632015,0.975168403935461,1.2172514652430495
8,1.0293549189564308,1.0068835505744191,1.0562196300685534,0.9693309705125659,1.2592612237541814
9,1.0353681892409692,1.0133407816429059,1.067131060112152,0.9587887451110725,1.2457096034381179
10,1.0404622799107415,1.017022252361231,1.079749112988003,0.9799118956921707,1.4200099446912193
